m [GeV/c^2], xsec [fb], xsec error [fb], xsec_UL_obs [fb], xsec_UL_exp [fb], xsec_UL_exp -1sigma [fb], xsec_UL_exp +1sigma [fb], xsec_UL_exp -2sigma [fb], xsec_UL_exp +2sigma [fb], g'_UL_obs, g'_UL_exp, g'_UL_exp -1sigma, g'_UL_exp +1sigma, g'_UL_exp -2sigma, g'_UL_exp +2sigma, xi_UL_obs, xi_UL_exp, xi_UL_exp -1sigma, xi_UL_exp +1sigma, xi_UL_exp -2sigma, xi_UL_exp +2sigma, {c_{\ell\ell}/\Lambda}_UL_obs [TeV^-1], {c_{\ell\ell}/\Lambda}_UL_exp [TeV^-1], {c_{\ell\ell}/\Lambda}_UL_exp -1sigma [TeV^-1], {c_{\ell\ell}/\Lambda}_UL_exp +1sigma [TeV^-1], {c_{\ell\ell}/\Lambda}_UL_exp -2sigma [TeV^-1], {c_{\ell\ell}/\Lambda}_UL_exp +2sigma [TeV^-1]
4.52301, 2.4268795, 1.0735695, 3.9252154, 1.6134355, 1.0925012, 2.464884, 0.79563337, 3.6595393, 0.06319265, 0.04051451, 0.03333848, 0.05007639, 0.02845059, 0.0610166, 137.82049012, 88.3604354, 72.70980909, 109.21449598, 62.04953595, 133.07462491, 560.40740889, 359.29231281, 295.65353944, 444.08935603, 252.30660284, 541.10971211
4.53403, 2.1812706, 1.0949693, 3.7139995, 1.60044, 1.0844302, 2.4371829, 0.78910368, 3.6286953, 0.06175624, 0.04053962, 0.03337035, 0.05002695, 0.02846604, 0.06104291, 134.69473729, 88.41977506, 72.78309324, 109.11231453, 62.08643759, 133.13889808, 547.82064375, 359.61448135, 296.01810579, 443.77367361, 252.51344551, 541.49284761
4.54501, 1.5337515, 1.098087, 3.0895256, 1.5920715, 1.0796644, 2.4165882, 0.78467736, 3.6074546, 0.05659038, 0.04062356, 0.03345347, 0.0500493, 0.02851952, 0.0611501, 123.43411979, 88.6075257, 72.96821395, 109.16681774, 62.20637391, 133.37970804, 502.13700494, 360.46044356, 296.83883574, 444.09681044, 253.05905965, 542.59622242
4.55595, 0.93598826, 1.0668358, 2.5205091, 1.5821539, 1.0732933, 2.4024615, 0.77920285, 3.5841931, 0.05134748, 0.04068172, 0.03350689, 0.05013063, 0.02854961, 0.0612309, 112.02248171, 88.75348556, 73.10048594, 109.36774889, 62.28540905, 133.58471078, 455.81961949, 361.13804478, 297.44596955, 445.0175083, 253.43940805, 543.55635677
4.56685, 0.54146138, 0.99476785, 2.11652, 1.5988942, 1.083882, 2.4320561, 0.78853169, 3.6228464, 0.04726242, 0.04107851, 0.03382173, 0.05066308, 0.02884791, 0.06183434, 103.14691521, 89.65095482, 73.81354405, 110.56861003, 62.9585376, 134.94910745, 419.80393989, 364.87590516, 300.41825823, 450.00994967, 256.23880346, 549.23762751
4.5777, 0.76839984, 0.95186481, 2.2511726, 1.5962572, 1.0809222, 2.4331739, 0.78694117, 3.6201568, 0.04896067, 0.0412282, 0.03392659, 0.05090138, 0.0289477, 0.06208786, 106.89169146, 90.01004668, 74.06904933, 111.12867263, 63.19906973, 135.55116145, 435.14922818, 366.42513378, 301.5303548, 452.3977071, 257.2793642, 551.82009453
4.58852, 0.98827894, 0.92896578, 2.3934665, 1.5894618, 1.0773683, 2.415291, 0.78370934, 3.6017619, 0.05071154, 0.04132551, 0.03402321, 0.05094222, 0.02901821, 0.06220863, 110.75472136, 90.25548818, 74.30716096, 111.25852645, 63.37618364, 135.86452414, 450.9852208, 367.51382483, 302.57338904, 453.03667874, 258.06323938, 553.23052297
4.5993, 0.89179671, 0.9099383, 2.2998496, 1.5942948, 1.0804763, 2.4252228, 0.78630691, 3.6123935, 0.04993481, 0.04157555, 0.03422641, 0.05127782, 0.02919778, 0.06258226, 109.09882742, 90.83530519, 74.77871319, 112.03305689, 63.7920283, 136.73128363, 444.35254543, 369.96638763, 304.56891552, 456.30347435, 259.82085072, 556.897772
4.61003, 0.4524834, 0.89142324, 1.9293016, 1.5965796, 1.0822989, 2.4281427, 0.78758642, 3.6161986, 0.04594843, 0.041799, 0.03441472, 0.05154751, 0.02935754, 0.06290667, 100.36477426, 91.30121097, 75.17178421, 112.59480498, 64.12544021, 137.40653457, 408.78350415, 371.86781147, 306.17301329, 458.59614858, 261.18149866, 559.65377405
4.62073, -0.17860234, 0.88379698, 1.509092, 1.584172, 1.074045, 2.4040937, 0.78113079, 3.5879686, 0.04082835, 0.04183167, 0.03444413, 0.05153232, 0.02937419, 0.06295472, 89.15505562, 91.34594717, 75.21411603, 112.52883225, 64.14310738, 137.47142476, 363.12421254, 372.04760741, 306.34344248, 458.32446979, 261.25176183, 559.91443795
4.63139, -0.67715997, 0.83566026, 1.2081853, 1.5629061, 1.0600004, 2.3741697, 0.77010816, 3.5393575, 0.03670419, 0.04174605, 0.03437969, 0.0514523, 0.02930386, 0.06282191, 80.12562454, 91.13204104, 75.05120483, 112.32088921, 63.97061361, 137.14086038, 326.3456315, 371.17393661, 305.67790235, 457.4745187, 260.54748924, 558.56439116
4.64201, -1.0580174, 0.76438257, 1.0306795, 1.56997, 1.0639622, 2.3839126, 0.77389139, 3.557309, 0.03406178, 0.04203888, 0.03460737, 0.05180249, 0.02951518, 0.06327997, 74.33490458, 91.74378344, 75.52557992, 113.05144917, 64.4126218, 138.09939145, 302.75844601, 373.66302493, 307.60794459, 460.44696312, 262.34600541, 562.46466427
4.65259, -1.1283345, 0.75335815, 1.0074314, 1.5749866, 1.0670568, 2.3912738, 0.77643948, 3.5690656, 0.03383341, 0.04230352, 0.03482025, 0.0521258, 0.02970242, 0.0636818, 73.82014848, 92.30082959, 75.97329139, 113.73177721, 64.80685974, 138.94548469, 300.65986345, 375.92927399, 309.4293345, 463.21473626, 263.94991071, 565.90688745
4.66314, -1.0628093, 0.80234063, 1.0506313, 1.575494, 1.0673913, 2.3922719, 0.77673042, 3.5699159, 0.03470548, 0.04249925, 0.03498121, 0.05236947, 0.02984064, 0.06397377, 75.7251948, 92.73071501, 76.32680106, 114.26691469, 65.11040381, 139.58675918, 308.41675156, 377.67754802, 310.86699882, 465.39108595, 265.18438534, 568.51481128
4.67364, -0.77637133, 0.82912696, 1.1589432, 1.5853947, 1.0739339, 2.4115006, 0.78180751, 3.5920225, 0.03661398, 0.04282374, 0.03524558, 0.05281528, 0.03007224, 0.06445928, 79.89188033, 93.44160037, 76.9060211, 115.24318544, 65.61777287, 140.65043872, 325.38473926, 380.57022375, 313.2238911, 469.36401663, 267.24895983, 572.84302411
4.68411, -0.10803556, 0.84352637, 1.5072843, 1.5757031, 1.0681419, 2.3915659, 0.77703074, 3.568212, 0.04194386, 0.04288525, 0.03530899, 0.05283381, 0.03011549, 0.06453512, 91.52455153, 93.57874499, 77.04678079, 115.28722825, 65.71418436, 140.82032635, 372.75980773, 381.12609577, 313.79496225, 469.54007772, 267.63973512, 573.53089306
4.69454, 0.3016218, 0.84636777, 1.7715633, 1.579668, 1.0704461, 2.3989957, 0.77906157, 3.5776114, 0.04567874, 0.0431339, 0.03550735, 0.05315579, 0.03029157, 0.06491311, 99.67751392, 94.12430241, 77.48207849, 115.99348448, 66.10050099, 141.64962956, 405.96216018, 383.3452865, 315.56557464, 472.41312184, 269.21119031, 576.90433221
4.70493, 0.50054939, 0.85988005, 1.9225917, 1.5767779, 1.067884, 2.3966247, 0.77737087, 3.5726624, 0.04780519, 0.04329291, 0.03562818, 0.05337422, 0.03039805, 0.06516697, 104.31619443, 94.46990219, 77.74460178, 116.46842942, 66.33188435, 142.20150515, 424.85128361, 384.75003262, 316.63246575, 474.34400776, 270.15159404, 579.14777589
4.71528, 0.33896518, 0.87261123, 1.8216696, 1.5805594, 1.0695403, 2.4077099, 0.77880304, 3.5833688, 0.04675149, 0.04354779, 0.03582278, 0.05374805, 0.03056852, 0.06557019, 102.01005477, 95.01968498, 78.16399566, 117.27629967, 66.69941031, 143.07176317, 415.45594379, 386.98629261, 318.33819383, 477.63071859, 271.64642273, 582.68780007
4.7256, -0.11933157, 0.87219509, 1.5337891, 1.5883491, 1.0737404, 2.4263566, 0.78196559, 3.6035015, 0.04310084, 0.04386074, 0.03606223, 0.05421011, 0.03077491, 0.06606407, 94.03806495, 95.69601234, 78.6811153, 118.27642115, 67.14515515, 144.1395673, 382.98558312, 389.73784822, 320.44186402, 481.70030023, 273.45975709, 587.03224337
4.73588, -0.4816622, 0.86615563, 1.324639, 1.587302, 1.0739875, 2.4205875, 0.78221343, 3.5979959, 0.04024439, 0.04405411, 0.03623733, 0.05440227, 0.03092568, 0.06632648, 87.79974066, 96.11125454, 79.05768222, 118.68746596, 67.46943891, 144.70208752, 357.57625618, 391.42601467, 321.97304707, 483.37067302, 274.77836712, 589.31871929
4.74613, -0.70017348, 0.82774933, 1.206657, 1.6028367, 1.0819922, 2.4520609, 0.78814753, 3.6328143, 0.03859364, 0.04448037, 0.03654566, 0.05501605, 0.03119087, 0.06696462, 84.19242781, 97.03440649, 79.72475254, 120.01809829, 68.04322264, 146.0840209, 342.88234084, 395.18262275, 324.68727276, 488.78607678, 277.1130381, 594.94223347
4.75634, -0.16397964, 1.0509949, 1.8531533, 1.9922343, 1.3576845, 3.0243232, 0.96810539, 4.4752768, 0.0480477, 0.04981809, 0.04112599, 0.06138058, 0.03472787, 0.07466668, 104.82977676, 108.69240386, 89.72808877, 133.91927447, 75.76878207, 162.90669701, 426.92672465, 442.65754835, 365.42402578, 545.39577384, 308.57375605, 663.44911461
4.76651, -0.45428032, 1.0376328, 1.6692256, 1.9803948, 1.3511808, 3.0076477, 0.96124243, 4.4552397, 0.04580632, 0.04989348, 0.04121209, 0.06148673, 0.03476037, 0.07483477, 99.96448598, 108.88401019, 89.93835741, 134.18429874, 75.85857587, 163.31412797, 407.10924191, 443.43434981, 366.27744487, 546.47075506, 308.93698907, 665.10311316
4.77665, -0.75105993, 1.0231559, 1.5124431, 1.9854112, 1.3538532, 3.0143892, 0.96454912, 4.4628685, 0.04379962, 0.05018293, 0.0414397, 0.06183444, 0.03497784, 0.0752381, 95.6093853, 109.54340526, 90.45796044, 134.97727811, 76.35248531, 164.23588261, 389.36977681, 446.11615402, 368.39056913, 549.69574886, 310.94593977, 668.85158557
4.78675, -0.78062659, 1.0021037, 1.4704798, 1.9800874, 1.3502603, 3.0064938, 0.96233162, 4.4526517, 0.04338437, 0.05034379, 0.04157311, 0.06203459, 0.03509669, 0.07549411, 94.7272656, 109.92276643, 90.77248378, 135.44894476, 76.63159193, 164.83704938, 385.77417172, 447.65742897, 369.66843202, 551.61208491, 312.08004072, 671.29432894
4.79681, -0.65035339, 0.95537157, 1.4952305, 1.9838974, 1.3523577, 3.0117618, 0.96469425, 4.4588202, 0.04394818, 0.05062283, 0.0417958, 0.06237307, 0.03530057, 0.07589214, 95.98333535, 110.5608497, 91.28250565, 136.22351237, 77.09684546, 165.74931551, 390.88622222, 450.25225169, 371.74238276, 554.76186504, 313.97215527, 675.00388003
4.80684, -0.68228433, 0.9410532, 1.4621255, 1.9872206, 1.3530413, 3.015581, 0.9682445, 4.4618468, 0.04366453, 0.05090489, 0.04200413, 0.06270786, 0.03553276, 0.07627703, 95.32952344, 111.13686364, 91.70449483, 136.90540534, 77.57604162, 166.52997754, 388.23975741, 452.61685383, 373.47643773, 557.56201686, 315.93678948, 678.21127965
4.81684, -1.114397, 0.95439831, 1.3041129, 1.9910117, 1.3544213, 3.0205084, 0.9712067, 4.4669171, 0.04143644, 0.05119903, 0.04222812, 0.06306158, 0.03575861, 0.07668824, 90.40557246, 111.70548826, 92.13284723, 137.58707217, 78.01775337, 167.3175711, 368.21059911, 454.9624944, 375.24557339, 560.37495137, 317.75655996, 681.46355825
4.8268, -1.4631316, 0.9098828, 1.1617323, 1.9828663, 1.3498902, 3.0089849, 0.96667466, 4.4530599, 0.03929869, 0.05134188, 0.04236178, 0.06324629, 0.03584802, 0.07694037, 85.68423686, 111.94240078, 92.36280701, 137.8979802, 78.16063303, 167.75565516, 349.00438568, 455.95771457, 376.20717532, 561.67857272, 318.35965064, 683.29323473
4.83672, -1.5940865, 0.84348213, 1.0934655, 1.9651778, 1.3401826, 2.9842195, 0.95643755, 4.4236796, 0.03831243, 0.05136155, 0.04241497, 0.06329254, 0.03583154, 0.07706, 83.47733888, 111.90950587, 92.41618593, 137.90545179, 78.07183059, 167.90277948, 340.03826064, 455.85441794, 376.44993889, 561.74682361, 318.01935513, 683.93853776
4.84662, -1.9639599, 0.82356625, 1.0100111, 1.9518999, 1.3329315, 2.966254, 0.94889784, 4.4006149, 0.03700231, 0.05143923, 0.0425079, 0.06341177, 0.03586538, 0.07723647, 80.56732028, 112.0017005, 92.55497361, 138.07021911, 78.09182541, 168.17155042, 328.20696038, 456.26114349, 377.04104407, 562.45642497, 318.12254098, 685.08016889
4.85647, -2.5980772, 0.83879556, 0.9240403, 1.9442739, 1.3273936, 2.9560842, 0.94181394, 4.3838854, 0.03555651, 0.05157657, 0.04261609, 0.06359634, 0.03589684, 0.07744677, 77.38865245, 112.25625547, 92.75379505, 138.41725372, 78.12938133, 168.56267884, 315.27982988, 457.32975063, 377.87711502, 563.90913686, 318.29754461, 686.72099883
4.8663, -2.6376862, 0.78236682, 0.90339511, 1.9283372, 1.3135357, 2.9304564, 0.93160279, 4.3416131, 0.03531558, 0.05159635, 0.0425842, 0.06360557, 0.03586269, 0.07741998, 76.84552086, 112.27192798, 92.66177844, 138.40357972, 78.03601457, 168.46327929, 313.0891033, 457.42571411, 377.52874593, 563.89301785, 317.9394915, 686.36423386
4.87608, -2.3533141, 0.75488466, 0.90823064, 1.9192795, 1.3052157, 2.9157517, 0.9292878, 4.3169014, 0.03557026, 0.05170804, 0.04264127, 0.06373298, 0.03598024, 0.07754879, 77.38057768, 112.48717377, 92.76305385, 138.64658015, 78.27246495, 168.70189371, 315.29147173, 458.33525199, 377.96822726, 564.92320966, 318.9255161, 687.38525802
4.88584, -2.1132149, 0.77302466, 0.93095001, 1.9055695, 1.2928121, 2.8937176, 0.92520071, 4.2799664, 0.03617657, 0.0517579, 0.04263163, 0.06378115, 0.03606469, 0.07756833, 78.67982839, 112.56739607, 92.71882678, 138.71655556, 78.43649926, 168.70206683, 320.60847309, 458.69521722, 377.8152811, 565.24911125, 319.61694347, 687.43556208
4.89556, -1.9232968, 0.78330398, 0.95494849, 1.8919226, 1.2805815, 2.8720529, 0.92054226, 4.2514117, 0.03680777, 0.05180852, 0.04262389, 0.06383306, 0.0361386, 0.07766334, 80.03223742, 112.64882544, 92.67841483, 138.79416315, 78.57725454, 168.86574756, 326.1431822, 459.06059337, 377.67822199, 565.60670423, 320.21391215, 688.15284999
4.90525, -1.8081572, 0.81074957, 0.98467713, 1.870775, 1.2629548, 2.8390169, 0.91182067, 4.2085726, 0.03754634, 0.05175251, 0.04252209, 0.06375359, 0.03613062, 0.07762258, 81.6219822, 112.50478413, 92.438761, 138.59392709, 78.54434609, 168.74372177, 332.64629996, 458.50761228, 376.72954014, 564.8326076, 320.10354813, 687.70658559
4.91491, -1.5973728, 0.80848931, 1.0238814, 1.856746, 1.2476415, 2.8162865, 0.90841391, 4.1812538, 0.03845974, 0.05179142, 0.04245477, 0.0637852, 0.03622625, 0.07772036, 83.59510785, 112.57249303, 92.27858824, 138.6418843, 78.74045562, 168.93097962, 340.71331424, 458.81808375, 376.10506694, 565.07057777, 320.92693328, 688.52155855
4.92453, -1.383893, 0.82026211, 1.0743311, 1.8368113, 1.234162, 2.7848014, 0.90085838, 4.1413963, 0.03957502, 0.0517469, 0.04241682, 0.06371609, 0.03623934, 0.07770079, 86.00618356, 112.45865212, 92.18211916, 138.47064558, 78.75694549, 168.86280467, 350.56701171, 458.38905977, 375.74054228, 564.41570159, 321.01862784, 688.29619425
4.93412, -1.2945715, 0.83726721, 1.1045492, 1.83108, 1.2315372, 2.7758183, 0.89853324, 4.1299939, 0.04031131, 0.05190247, 0.04256554, 0.06390427, 0.03635812, 0.07794873, 87.59282569, 112.7793698, 92.4910631, 138.85819679, 79.00290808, 169.37554632, 357.06190844, 459.73190949, 377.0290003, 566.03919735, 322.04611402, 690.43960316
4.94368, -1.0424292, 0.83538999, 1.1660263, 1.8083672, 1.2208882, 2.7497588, 0.88919297, 4.0846039, 0.04160857, 0.05181696, 0.04257617, 0.06389633, 0.03633512, 0.07787599, 90.39752746, 112.57596785, 92.49970058, 138.81924533, 78.94059383, 169.19103714, 368.52389333, 458.9388132, 377.0938293, 565.92486759, 321.81737485, 689.74164973
4.95321, -0.91340715, 0.82591473, 1.1970063, 1.7930233, 1.2154304, 2.7343324, 0.88328571, 4.0570396, 0.0423521, 0.05183459, 0.04267679, 0.06401067, 0.03638122, 0.07797068, 92.00005517, 112.59855995, 92.70537542, 139.04824891, 79.02972521, 169.3731221, 375.08682443, 459.06751048, 377.96243505, 566.90363969, 322.20642271, 690.53900456
4.9627, -0.91094797, 0.84268518, 1.2063231, 1.7724657, 1.2064611, 2.7117507, 0.874463, 4.0259589, 0.04271202, 0.05177346, 0.04271446, 0.0640388, 0.03636545, 0.07802844, 92.77231274, 112.4541484, 92.77761904, 139.0949753, 78.98730214, 169.48108269, 378.26591532, 458.51580195, 378.28755098, 567.13998596, 322.05949446, 691.03501872
4.97216, -1.0885914, 0.8647253, 1.1695717, 1.7695098, 1.2042512, 2.7046686, 0.87098146, 4.0163179, 0.04225084, 0.05196948, 0.04287266, 0.06425086, 0.03646081, 0.07829535, 91.76098155, 112.86807316, 93.11146692, 139.54094328, 79.186123, 170.04296353, 374.17305667, 460.24128363, 379.6799206, 569.00504329, 322.8966516, 693.38289932
4.98159, -1.0394105, 0.88608055, 1.1959585, 1.7611036, 1.197769, 2.6873805, 0.86250527, 3.9928833, 0.04292357, 0.0520871, 0.04295605, 0.06434315, 0.03645177, 0.07842979, 93.21209433, 113.11147443, 93.28262215, 139.72650364, 79.15805048, 170.31681215, 380.1219106, 461.27222094, 380.40952529, 569.80916376, 322.80906897, 694.55742311
4.99099, -0.64905362, 0.87576774, 1.3260088, 1.7478205, 1.1877787, 2.6641138, 0.85270077, 3.9609906, 0.04540871, 0.0521332, 0.04297677, 0.06436391, 0.03641366, 0.07848161, 98.59812963, 113.19933822, 93.31753106, 139.75644971, 79.06673423, 170.41090363, 402.12034219, 461.66957518, 380.58407054, 569.97948737, 322.46394878, 694.99990657
5.00036, -0.28794777, 0.86793259, 1.4988525, 1.7436402, 1.1842981, 2.6554731, 0.84775137, 3.9494239, 0.04850448, 0.05231555, 0.04311545, 0.06456146, 0.03647847, 0.07873526, 105.30722882, 113.58138828, 93.60719949, 140.16826228, 79.19777603, 170.94075235, 429.51805152, 463.26598022, 381.79697995, 571.70623111, 323.02506507, 697.21841222
5.0097, -0.00694595, 0.88272534, 1.6692421, 1.7242528, 1.1689126, 2.6202267, 0.83049427, 3.9016124, 0.05141619, 0.05225654, 0.04302603, 0.06441836, 0.03626674, 0.07860719, 111.57993032, 113.40361295, 93.37216764, 139.79635728, 78.70362597, 170.58800198, 455.10316785, 462.54145661, 380.83882255, 570.19004104, 321.00996476, 695.78050347
5.019, -0.19745057, 0.89196835, 1.5582731, 1.7276375, 1.1713686, 2.625671, 0.83228519, 3.9091909, 0.04990096, 0.05254282, 0.04326472, 0.06477497, 0.03646894, 0.07903701, 108.24366716, 113.97432307, 93.84853539, 140.5079392, 79.10734222, 171.44473393, 441.49603992, 464.86980358, 382.78227093, 573.09309968, 322.65701298, 699.27574593
5.02828, -0.50567644, 0.88725043, 1.4094208, 1.7269743, 1.1710514, 2.6249786, 0.83265326, 3.9080561, 0.04767247, 0.05277038, 0.04345455, 0.06505942, 0.03664202, 0.07938304, 103.3631669, 114.41643349, 94.21790596, 141.06145281, 79.44701092, 172.11783058, 421.59036073, 466.67364126, 384.28931845, 575.35145796, 324.04283846, 702.02201092
5.03752, -0.7742878, 0.92203541, 1.2998232, 1.7162558, 1.1623564, 2.6053892, 0.82252962, 3.8815771, 0.04598953, 0.05284548, 0.04348971, 0.06511082, 0.03658412, 0.07947324, 99.66877689, 114.52702925, 94.25114659, 141.10853756, 79.28531568, 172.23487537, 406.52246585, 467.12533043, 384.42539095, 575.54424197, 323.38374207, 702.50030576
5.04674, -0.75080174, 0.95617752, 1.3276294, 1.7128989, 1.1593365, 2.5988565, 0.81820582, 3.8729919, 0.04669157, 0.05303541, 0.04363197, 0.06532677, 0.03665484, 0.07974865, 101.14341764, 114.88545776, 94.51569853, 141.51104685, 79.40182344, 172.75176297, 412.53767036, 468.5878746, 385.50492947, 577.18672118, 323.85936749, 704.60946948
5.05592, -0.21443282, 0.92508749, 1.5770485, 1.7137869, 1.159961, 2.6002743, 0.81848822, 3.8750155, 0.05112339, 0.05329366, 0.04384487, 0.06564576, 0.03683014, 0.08013714, 110.69062663, 115.38961667, 94.93142828, 142.13397536, 79.7433613, 173.51021312, 451.47884485, 470.64482718, 387.20109267, 579.72824763, 325.25283971, 707.70392191
5.06508, 0.53057302, 0.93663645, 2.0782344, 1.6943997, 1.1435016, 2.5769376, 0.81330701, 3.8403542, 0.05896006, 0.05323761, 0.04373499, 0.06565421, 0.03688399, 0.08014867, 127.59557996, 115.21162405, 94.64697845, 142.08241059, 79.82071679, 173.4498811, 520.43053451, 469.91946824, 386.04140992, 579.51870207, 325.56878785, 707.45878783
5.0742, 0.91500535, 0.97919314, 2.428739, 1.6904051, 1.1395778, 2.5729615, 0.81374365, 3.8341159, 0.06403605, 0.05342315, 0.04386379, 0.06590992, 0.03706619, 0.08045754, 138.51152806, 115.5555727, 94.87842948, 142.5647448, 80.17506181, 174.03160102, 564.95472703, 471.3229862, 386.98596412, 581.48680915, 327.01451492, 709.83243797
5.08329, 1.0427934, 1.0201215, 2.5784889, 1.6834539, 1.1332408, 2.5653966, 0.81328168, 3.8225634, 0.06629068, 0.05356369, 0.04394718, 0.06612217, 0.03722977, 0.08071369, 143.31591067, 115.80102103, 95.01077827, 142.95160375, 80.48821004, 174.49746542, 584.55143245, 472.32475726, 387.52631354, 583.06551134, 328.29221998, 711.73356041
5.09236, 1.0773128, 1.04061, 2.6287416, 1.6626195, 1.1137954, 2.5432343, 0.81088937, 3.7890722, 0.06725031, 0.05348313, 0.04377469, 0.06614751, 0.03735091, 0.08073963, 145.31594622, 115.56751105, 94.58930514, 142.9330007, 80.70865851, 174.46397592, 592.7099247, 471.37298111, 385.80776155, 582.9904445, 329.19183444, 711.59795413
5.10139, 1.0311311, 1.0357795, 2.5884409, 1.6582098, 1.1108108, 2.537226, 0.80876962, 3.7802715, 0.06704651, 0.05366323, 0.0439215, 0.06637991, 0.0374774, 0.08102491, 144.80826548, 115.90280953, 94.86243573, 143.36851979, 80.94436856, 174.999062, 590.64004459, 472.74125108, 386.92234235, 584.76764874, 330.15370564, 713.78145054
5.1104, 1.1069785, 1.0457338, 2.6609314, 1.6487572, 1.1097534, 2.527999, 0.80800749, 3.7662292, 0.06827975, 0.0537469, 0.04409489, 0.06655237, 0.03762554, 0.08123224, 147.4475242, 116.06439129, 95.22125205, 143.71731484, 81.25092966, 175.41794484, 601.40584107, 473.40098274, 388.38642754, 586.19114205, 331.40457225, 715.49100076
5.11938, 1.3019153, 1.0710233, 2.8638044, 1.6325248, 1.1034174, 2.5076848, 0.80299946, 3.7361248, 0.07115007, 0.0537197, 0.04416453, 0.06657944, 0.0376757, 0.08126702, 153.62020842, 115.98626613, 95.35568451, 143.75175244, 81.34564379, 175.46373164, 626.58376237, 473.08301274, 388.93531116, 586.33245467, 331.79137081, 715.67879161
5.12833, 1.4339507, 1.075513, 2.9924834, 1.6366556, 1.1065485, 2.5136885, 0.80532104, 3.7448632, 0.07305651, 0.05402835, 0.04442508, 0.06695743, 0.03789898, 0.08172614, 157.70966073, 116.63289965, 95.9019967, 144.54336189, 81.81387169, 176.42511177, 643.26470271, 475.72119027, 391.16417545, 589.56212502, 333.70166171, 719.601111
